"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"681",282,0.79264174,"13","METROPOLITANA",2,3,88,2022,11,21,681,"681-88",10,3,17,2,2,3,3,4,3,2,2,5,3,3,6,6,6,2,6,6,6,6,6,6,6,3,3,6,6,6,3,3,3,4,4,3,3,3,3,3,3,2,3,4,4,3,3,2,88,4,4,2,3,7,8,8,1,2,NA,NA,NA,1,7,3,3,2,3,1,2,2,5,3,2,1,8,2,1,2,1,2,1,5,5,5,5,2,3,2,3,3,3,4,2,3,6,4,5,4,3,5,4,5,2,1,1,21,1,7,3,2,6,8,NA,9,88,1,1,NA,1,2,NA,1,2,NA,2,3,3,2,3,15,15,2,2,NA,2,2,2,5,NA,NA,NA,NA,3,NA,NA
"682",282,0.65829538,"13","METROPOLITANA",2,3,88,2022,11,21,682,"682-88",3,1,10,3,3,3,4,8,8,3,8,88,8,4,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,8,4,88,10,10,1,2,NA,NA,NA,12,88,2,2,3,2,1,2,88,5,3,1,88,NA,NA,1,2,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,3,88,88,88,88,0,10,0,10,1,2,1,68,2,1,1,1,NA,NA,8,1,8,99,NA,1,1,99,NA,1,9,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,4,NA,NA,NA,1,NA,NA,NA
"683",282,0.62191344,"13","METROPOLITANA",2,2,88,2022,11,21,683,"683-88",9,3,14,2,3,3,4,5,3,3,2,88,1,3,6,2,2,1,3,3,3,3,2,6,3,4,4,3,3,2,1,3,2,3,4,4,3,3,3,4,3,2,4,4,3,1,4,2,2,4,3,2,4,10,10,10,1,2,NA,NA,NA,3,8,4,4,3,3,2,2,2,4,3,2,1,10,0,3,2,2,2,1,5,5,5,5,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,2,1,2,35,2,8,1,1,NA,NA,4,1,8,1,2,NA,1,2,NA,1,2,NA,1,3,1,1,1,15,18,2,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"684",282,0.31820638,"13","METROPOLITANA",2,3,88,2022,11,21,684,"684-88",11,26,1,4,3,3,4,2,1,3,1,1,4,2,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,4,6,4,1,4,4,4,4,2,4,4,1,3,3,4,4,2,2,3,3,4,3,2,4,10,10,10,1,1,NA,12,88,NA,NA,1,1,1,5,1,2,1,5,2,1,1,5,5,1,2,2,2,1,10,5,5,0,3,5,5,5,5,3,3,3,5,0,5,5,10,10,5,5,5,2,1,1,49,2,1,1,1,NA,NA,8,9,8,2,NA,1,2,NA,1,2,NA,1,1,3,2,2,3,9,NA,3,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"685",278,1.57510226,"9","ARAUCANÍA",2,3,88,2022,11,15,685,"685-88",5,10,1,2,2,3,3,4,2,3,9,99,9,9,4,4,4,9,2,9,9,6,6,9,6,4,9,2,9,4,9,4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,4,1,3,3,3,1,3,7,6,5,1,9,NA,NA,NA,NA,NA,1,1,3,2,4,2,2,4,3,2,1,8,2,3,1,2,2,1,5,5,5,5,1,5,5,5,5,3,2,1,5,5,4,4,5,5,5,5,5,2,1,1,67,2,7,3,1,NA,NA,4,99,99,1,99,NA,2,NA,1,2,NA,1,3,3,2,3,3,15,15,2,2,NA,2,2,2,3,NA,NA,2,NA,NA,NA,NA
"686",282,0.26421391,"13","METROPOLITANA",2,3,88,2022,11,21,686,"686-88",3,9,14,2,3,4,3,5,3,3,2,10,1,5,6,5,8,1,6,6,6,6,6,6,6,5,5,6,6,6,1,3,2,3,4,3,4,4,4,3,4,2,4,4,2,3,3,1,2,3,3,1,4,10,10,10,1,2,NA,NA,NA,9,10,7,7,3,5,1,2,2,4,3,2,1,10,0,2,1,1,1,1,5,5,5,5,2,5,5,5,5,1,1,1,5,6,0,6,3,2,10,2,10,1,2,1,27,2,8,1,1,NA,NA,4,2,7,1,2,NA,1,2,NA,1,2,NA,1,1,1,1,1,18,NA,2,2,NA,1,2,2,1,6,NA,NA,NA,NA,NA,NA
"687",201,0.66035051,"13","METROPOLITANA",1,2,88,2022,11,20,687,"687-88",16,10,5,2,1,4,3,3,3,1,1,3,5,1,6,6,4,5,4,6,6,6,6,6,2,2,1,6,6,6,5,4,4,4,3,2,4,4,3,3,2,4,2,3,3,3,2,3,3,1,1,1,3,5,5,99,1,1,NA,7,6,NA,NA,4,4,1,4,4,2,1,2,3,2,1,8,2,3,1,1,2,1,6,6,4,4,1,1,2,3,4,3,4,2,3,3,9,1,9,5,5,5,5,1,2,2,23,1,7,3,2,8,11,NA,9,8,1,1,NA,1,1,NA,1,1,NA,2,3,1,1,1,16,NA,3,2,NA,2,2,2,5,NA,NA,NA,NA,2,NA,NA
"688",201,0.96335757,"13","METROPOLITANA",1,1,88,2022,11,20,688,"688-88",11,14,3,1,2,4,3,4,3,3,2,6,2,4,4,6,2,3,6,3,6,6,3,6,3,5,2,2,3,4,4,4,2,4,4,3,2,2,3,3,2,3,3,3,3,3,3,2,3,4,3,2,2,6,6,10,1,1,NA,5,4,NA,NA,2,2,1,1,2,2,2,7,3,2,1,10,0,3,1,2,1,1,3,5,5,7,2,2,5,5,5,1,1,1,2,5,5,0,5,10,10,10,10,1,2,1,35,2,8,1,1,NA,NA,4,9,8,1,1,NA,1,9,NA,1,1,NA,2,3,2,2,2,13,NA,3,2,NA,2,2,2,1,7,NA,NA,NA,NA,NA,NA
"689",201,0.66035051,"13","METROPOLITANA",1,2,88,2022,11,20,689,"689-88",17,7,26,2,3,4,3,4,3,3,3,7,3,4,3,3,4,4,4,4,1,6,4,6,4,5,3,3,3,4,3,4,3,4,2,3,2,4,2,4,3,3,3,3,2,3,2,2,2,2,2,1,3,7,4,6,1,2,NA,NA,NA,8,3,4,4,1,5,1,2,2,7,3,2,1,6,4,3,1,2,2,1,10,10,0,0,2,5,5,5,5,4,3,2,4,6,5,5,6,6,6,5,5,2,1,2,28,2,8,1,1,NA,NA,4,9,7,1,2,NA,1,4,NA,1,2,NA,2,2,2,1,1,2,NA,3,2,NA,2,2,2,1,5,NA,NA,NA,NA,NA,NA
"690",201,0.47159885,"13","METROPOLITANA",1,3,88,2022,11,20,690,"690-88",13,11,9,1,3,3,4,5,3,2,1,6,4,2,6,6,2,2,6,6,6,6,2,6,2,4,2,6,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,1,1,10,1,1,NA,10,4,NA,NA,1,1,3,2,4,1,1,4,3,2,1,10,0,2,2,1,2,1,5,5,5,5,4,5,5,5,5,3,5,5,5,0,0,0,5,5,0,5,5,1,2,2,66,2,4,1,1,NA,NA,11,1,7,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA
"691",111,1.67706624,"9","ARAUCANÍA",1,3,88,2022,11,14,691,"691-88",11,3,13,2,2,2,3,4,3,2,2,8,2,4,2,2,2,2,3,4,1,2,3,6,4,4,4,3,4,3,1,2,2,2,3,4,88,4,2,2,88,2,4,3,3,3,88,2,88,3,3,1,4,10,5,10,1,2,NA,NA,NA,1,88,3,3,88,2,2,2,88,2,3,2,1,0,10,3,2,2,2,1,5,5,5,5,3,5,5,5,5,3,1,1,5,5,0,5,0,0,10,3,7,1,2,1,64,2,1,3,1,NA,NA,11,1,7,1,2,NA,1,4,NA,1,2,NA,2,3,3,2,2,15,15,1,2,NA,2,1,2,2,NA,1,NA,NA,NA,NA,NA
"692",111,0.41926656,"9","ARAUCANÍA",1,4,88,2022,11,14,692,"692-88",3,6,10,2,3,2,4,5,1,3,2,88,1,2,1,1,1,2,4,6,1,6,4,6,1,4,3,6,6,4,1,4,2,3,4,4,4,4,3,3,4,4,4,4,2,3,4,4,4,4,8,2,8,8,5,5,2,NA,9,NA,NA,NA,NA,NA,NA,2,4,1,2,2,99,3,2,1,10,0,3,88,3,2,88,NA,NA,NA,NA,5,4,5,5,5,3,1,1,5,5,0,0,0,5,5,88,88,2,1,1,62,2,4,3,1,NA,NA,11,9,8,2,NA,88,2,NA,66,2,NA,8,3,2,3,3,2,15,15,2,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"693",278,0.52503409,"9","ARAUCANÍA",2,3,88,2022,11,15,693,"693-88",3,10,1,3,1,2,2,4,3,1,1,5,5,1,5,5,5,4,4,1,2,5,1,6,2,2,1,2,2,5,5,4,4,4,4,4,4,4,3,4,2,3,2,4,4,1,4,1,4,4,4,1,3,10,10,10,1,1,NA,1,13,NA,NA,7,7,2,1,1,2,2,4,1,1,1,0,10,1,1,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,2,0,8,0,6,10,0,8,0,1,2,1,70,2,8,3,1,NA,NA,11,1,2,1,1,NA,1,3,NA,1,1,NA,3,3,3,3,3,15,5,3,2,NA,2,2,2,1,3,NA,NA,NA,NA,NA,NA
"694",278,0.41143476,"9","ARAUCANÍA",2,3,88,2022,11,15,694,"694-88",1,3,13,3,1,2,2,4,2,1,1,99,4,2,4,6,4,4,3,6,6,6,2,6,4,4,2,6,6,2,9,3,3,4,4,4,4,4,1,4,99,1,3,3,4,3,4,1,3,4,3,3,4,5,5,6,2,NA,2,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,3,2,1,2,8,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,1,2,4,3,7,3,6,1,6,2,2,2,1,2,71,2,2,3,1,NA,NA,8,99,99,2,NA,2,1,9,NA,1,1,NA,3,3,3,2,2,15,15,2,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"695",278,0.2964195,"9","ARAUCANÍA",2,3,88,2022,11,15,695,"695-88",10,3,7,2,3,3,3,5,3,3,2,8,1,5,6,6,8,1,6,6,6,6,1,6,4,5,5,6,6,8,6,4,1,1,4,3,4,4,3,3,3,2,4,4,4,4,4,1,2,4,5,3,4,1,10,10,1,2,NA,NA,NA,99,NA,4,4,3,5,1,2,2,8,4,1,1,10,0,1,1,1,1,1,5,5,5,5,3,1,5,5,5,1,1,1,2,99,99,8,1,2,9,99,99,1,2,2,50,2,1,3,1,NA,NA,11,2,2,2,NA,1,2,NA,2,2,NA,2,3,3,3,3,3,15,15,1,2,NA,2,2,2,1,1,NA,NA,NA,NA,NA,NA
"696",278,1.68582451,"9","ARAUCANÍA",2,3,88,2022,11,15,696,"696-88",2,5,12,3,3,3,2,5,3,1,3,5,3,2,6,8,6,2,8,8,6,8,8,6,6,1,3,8,8,6,6,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,1,3,5,5,10,1,2,NA,NA,NA,9,8,4,4,1,2,2,2,1,4,3,2,1,10,0,1,1,1,2,1,5,10,5,0,1,5,5,5,5,5,2,2,4,5,5,5,5,4,5,5,5,1,2,1,23,1,6,2,2,4,3,NA,99,99,1,1,NA,1,1,NA,1,1,NA,2,3,3,2,2,15,15,3,2,NA,2,2,2,4,NA,NA,NA,2,NA,NA,NA
"697",65,0.25277085,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,697,"697-88",3,10,5,3,2,3,2,4,2,1,3,99,4,3,4,3,4,3,3,6,3,3,3,6,2,4,3,3,4,4,3,3,3,4,4,3,2,3,4,4,3,3,2,4,88,3,3,2,2,3,4,1,3,8,5,9,1,2,NA,NA,NA,13,88,7,2,88,4,2,2,1,4,3,2,1,7,3,3,2,1,1,1,5,5,5,5,2,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,1,2,1,68,2,3,1,1,NA,NA,10,9,8,2,NA,4,2,NA,66,2,NA,3,2,3,3,3,3,15,15,2,2,NA,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"698",65,0.61708971,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,698,"698-88",5,10,1,3,3,2,3,3,1,1,1,3,4,2,3,3,2,3,3,3,3,3,3,3,3,2,1,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,1,2,4,5,4,1,1,NA,7,11,NA,NA,4,4,1,4,2,2,2,5,3,2,1,5,5,3,2,1,2,1,5,5,5,5,2,2,3,4,5,5,3,3,4,5,5,3,5,10,0,10,1,1,2,2,21,2,4,1,2,5,10,NA,9,8,1,1,NA,1,1,NA,1,1,NA,2,2,2,2,2,15,15,3,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"699",282,0.65829538,"13","METROPOLITANA",2,3,88,2022,11,21,699,"699-88",1,3,10,2,3,2,5,3,3,2,3,88,3,3,6,6,6,6,6,8,6,3,6,6,6,3,6,6,6,6,6,1,1,4,4,4,4,4,4,4,4,2,3,4,4,2,4,2,2,4,5,3,3,10,10,10,1,9,NA,NA,NA,NA,NA,2,2,1,1,5,2,1,5,1,88,88,NA,NA,1,2,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,1,88,88,88,88,88,88,10,10,1,2,1,70,2,1,3,1,NA,NA,8,1,8,2,NA,4,2,NA,66,2,NA,3,3,3,3,3,3,15,15,2,1,5,2,2,2,2,NA,1,NA,NA,NA,NA,NA
"700",287,1.23657053,"16","ÑUBLE",2,3,88,2022,11,26,700,"700-88",3,10,6,3,1,3,2,3,2,2,2,5,3,2,6,6,3,3,6,6,6,6,6,6,6,2,2,6,6,6,3,2,3,2,4,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,5,1,3,5,8,10,1,3,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,3,3,2,1,8,2,3,2,1,2,1,5,5,5,5,3,5,5,5,5,3,3,3,5,2,5,2,5,5,5,5,5,1,2,1,51,2,4,1,1,NA,NA,9,1,8,2,NA,1,2,NA,88,2,NA,8,3,3,3,3,3,15,15,1,2,NA,2,1,2,5,NA,NA,NA,NA,3,NA,NA
"701",287,0.6682255,"16","ÑUBLE",2,3,88,2022,11,26,701,"701-88",1,3,6,3,3,4,5,4,3,3,2,6,2,4,6,6,6,4,6,6,6,6,6,6,4,4,6,6,6,2,6,1,3,1,4,4,3,4,3,4,3,4,4,4,2,3,3,1,1,4,5,3,4,7,4,5,1,3,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,1,7,3,3,1,1,2,1,5,5,5,5,4,3,5,5,5,3,5,2,5,5,5,5,5,5,5,5,5,1,2,2,68,2,1,3,1,NA,NA,12,2,4,2,NA,3,2,NA,66,1,3,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"702",287,0.68450155,"16","ÑUBLE",2,3,88,2022,11,26,702,"702-88",3,9,14,3,2,3,3,4,2,2,1,5,4,3,3,2,5,3,3,3,2,6,3,3,4,1,2,4,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,4,2,3,3,2,3,2,1,3,5,4,7,1,1,NA,7,3,NA,NA,1,1,1,1,4,2,1,2,3,2,1,8,2,1,1,2,2,1,2,8,5,5,1,2,4,5,5,4,3,3,3,2,5,3,5,6,3,5,5,2,1,1,27,2,4,1,1,NA,NA,8,9,7,1,1,NA,1,6,NA,1,1,NA,1,2,1,2,2,5,NA,2,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"703",287,1.36900311,"16","ÑUBLE",2,3,88,2022,11,26,703,"703-88",14,2,1,2,2,1,2,3,3,2,2,1,4,2,3,3,2,4,2,3,2,3,3,4,1,4,5,3,3,3,5,4,3,4,3,3,4,4,3,1,3,2,2,3,1,4,2,4,2,1,4,1,2,10,7,4,1,2,NA,NA,NA,6,10,4,4,2,3,3,2,2,2,3,2,1,5,5,3,2,1,2,1,5,5,5,5,1,2,5,5,5,1,3,3,5,5,5,5,5,5,5,5,5,2,1,1,21,1,6,3,2,4,8,NA,9,8,1,2,NA,2,NA,88,1,2,NA,3,3,1,3,3,88,15,3,2,NA,2,2,2,6,NA,NA,NA,NA,NA,2,NA
"704",287,0.96285043,"16","ÑUBLE",2,3,88,2022,11,26,704,"704-88",1,7,13,2,1,4,2,3,3,2,2,99,3,2,6,3,2,4,3,6,6,6,6,6,2,2,3,6,6,6,4,2,2,2,4,3,3,4,3,3,3,1,3,3,4,3,3,2,1,1,5,3,4,10,10,10,2,NA,1,NA,NA,NA,NA,NA,NA,1,4,2,2,2,2,3,2,1,5,5,3,2,1,2,1,5,5,5,5,3,5,5,5,5,3,3,3,3,6,8,5,9,5,5,7,5,1,2,2,53,2,3,3,2,3,8,NA,1,8,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,2,2,NA,2,2,2,8,NA,NA,NA,NA,NA,NA,2
"705",278,0.41143476,"9","ARAUCANÍA",2,4,88,2022,11,15,705,"705-88",10,1,3,2,2,2,3,2,3,3,3,99,3,4,6,6,6,4,3,6,6,6,6,6,6,4,6,6,6,3,3,2,4,3,4,4,4,3,3,4,4,3,3,4,4,4,4,3,4,3,5,3,3,10,5,10,1,9,NA,NA,NA,NA,NA,2,2,3,2,2,2,88,1,3,1,88,NA,NA,3,2,2,1,1,2,5,10,3,3,3,5,5,5,5,5,5,5,5,1,5,10,6,5,6,5,1,2,2,75,2,1,3,1,NA,NA,10,1,4,1,1,NA,1,1,NA,1,1,NA,3,3,3,2,2,15,15,2,1,5,2,2,2,2,NA,1,NA,NA,NA,NA,NA
"706",278,1.66954582,"9","ARAUCANÍA",2,3,88,2022,11,15,706,"706-88",1,2,5,3,3,3,3,3,2,2,1,99,4,4,6,6,6,3,6,6,6,6,6,6,6,4,4,6,6,6,3,3,2,3,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,1,3,5,7,10,1,2,NA,NA,NA,9,2,4,4,2,3,2,2,1,5,3,2,1,6,4,3,2,1,1,1,10,5,2,3,3,3,5,5,5,3,3,3,5,5,5,8,5,6,6,6,6,1,2,2,18,1,4,2,2,5,6,NA,1,8,99,NA,4,2,NA,99,2,NA,9,2,2,2,2,2,15,15,2,1,5,2,2,2,5,NA,NA,NA,NA,2,NA,NA
"707",278,1.05006817,"9","ARAUCANÍA",2,3,88,2022,11,15,707,"707-88",9,10,6,3,2,4,3,4,2,2,2,99,2,4,6,6,3,4,5,6,2,6,1,6,4,2,4,6,6,2,2,4,2,88,4,3,2,2,1,2,4,2,3,2,2,3,4,3,1,2,5,1,3,10,7,10,1,2,NA,NA,NA,8,12,1,1,1,2,2,1,2,4,3,1,1,8,2,1,1,1,1,1,10,2,5,3,5,5,5,5,5,5,5,5,5,7,6,10,5,5,5,5,5,2,1,1,65,2,4,1,1,NA,NA,5,1,6,1,1,NA,1,2,NA,1,2,NA,2,3,2,3,2,15,15,3,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"708",222,1.8366703,"13","METROPOLITANA",1,3,88,2022,11,20,708,"708-88",6,9,2,1,3,2,3,5,3,3,2,5,1,3,2,6,1,1,1,6,1,6,6,6,3,4,3,6,6,2,1,2,1,2,4,4,3,3,3,1,1,1,4,4,3,4,3,3,2,4,2,3,5,10,1,6,1,2,NA,NA,NA,9,1,4,4,3,3,2,2,2,5,3,2,1,10,0,3,2,2,2,1,5,5,5,5,1,5,5,5,5,3,1,1,2,5,0,5,0,0,4,5,7,1,2,1,50,2,4,2,2,1,10,NA,1,2,1,1,NA,1,1,NA,1,1,NA,1,1,1,1,1,15,15,2,1,5,2,2,2,3,NA,NA,99,NA,NA,NA,NA
"709",222,0.33450616,"13","METROPOLITANA",1,4,88,2022,11,20,709,"709-88",7,1,10,3,1,1,2,5,3,3,1,5,4,2,6,5,5,4,4,6,4,2,2,2,4,5,2,6,6,4,3,4,1,4,4,2,3,3,3,3,3,1,2,3,3,3,3,1,3,4,5,2,3,1,1,10,1,9,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,5,3,2,1,5,5,1,1,1,2,1,5,5,5,5,5,5,5,5,5,1,1,1,5,2,6,7,7,8,7,5,6,1,2,2,84,2,3,3,1,NA,NA,11,9,8,1,99,NA,9,NA,99,9,NA,9,2,2,2,2,2,15,15,3,2,NA,2,2,2,2,NA,1,NA,NA,NA,NA,NA
"710",3,4.01762285,"1","TARAPACÁ",1,3,88,2022,11,1,710,"710-88",26,14,3,3,8,3,3,9,8,8,9,99,9,9,9,6,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,9,9,8,88,88,99,1,9,NA,NA,NA,NA,NA,7,4,99,8,8,88,99,99,99,99,99,NA,NA,99,88,99,9,99,NA,NA,NA,NA,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,2,49,99,7,99,1,NA,NA,9,99,99,1,99,NA,1,99,NA,1,9,NA,9,9,9,9,9,99,99,99,9,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",4,3.38717478,"1","TARAPACÁ",1,3,88,2022,11,1,711,"711-88",9,26,27,2,1,3,1,3,1,2,1,4,5,1,3,3,4,5,5,6,3,3,2,3,1,2,1,4,4,4,3,3,2,4,4,3,3,4,2,3,2,2,2,3,3,3,3,2,3,3,4,1,3,5,7,6,1,1,NA,3,9,NA,NA,1,1,2,1,1,2,1,2,3,1,1,6,4,1,2,1,2,1,5,5,5,5,2,5,5,5,5,3,3,3,5,4,5,0,10,10,0,10,0,2,1,2,76,2,3,1,1,NA,NA,7,9,8,1,1,NA,1,1,NA,1,1,NA,2,2,3,1,2,15,9,3,2,NA,2,2,2,4,NA,NA,NA,4,NA,NA,NA
"712",66,0.84885908,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,712,"712-88",1,5,3,2,3,2,4,4,2,2,2,3,4,1,3,2,4,4,2,2,3,6,1,6,1,2,1,4,6,2,2,3,3,4,4,3,3,4,3,3,3,3,3,3,3,2,3,3,2,4,3,1,3,4,5,5,1,1,NA,7,11,NA,NA,4,4,1,2,2,1,1,4,3,1,1,8,2,3,1,1,1,1,5,5,5,5,2,3,4,5,5,5,4,4,5,5,5,3,8,8,3,6,6,2,1,2,54,2,8,1,1,NA,NA,5,9,8,1,1,NA,1,1,NA,1,1,NA,2,3,2,2,2,15,15,2,2,NA,2,2,1,3,NA,NA,4,NA,NA,NA,NA
"713",63,1.0380089,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,713,"713-88",6,10,5,2,3,3,3,4,3,2,2,5,3,3,6,6,6,4,6,6,6,6,6,6,6,4,6,6,6,6,6,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,1,2,2,4,1,4,1,1,1,2,NA,4,NA,NA,NA,NA,NA,NA,3,4,2,2,88,2,1,1,1,5,5,1,2,1,2,1,5,5,5,5,5,1,5,5,5,5,5,3,4,5,5,88,3,88,88,88,88,1,2,2,26,2,4,2,2,4,8,NA,2,6,2,NA,3,2,NA,66,2,NA,3,2,2,2,2,3,15,15,2,2,NA,1,1,2,4,NA,NA,NA,1,NA,NA,NA
"714",63,0.70784872,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,714,"714-88",10,3,5,2,3,3,3,4,3,2,2,5,2,3,6,6,3,2,6,3,6,6,6,6,4,3,4,6,6,3,6,4,3,4,4,4,3,3,2,2,2,2,4,3,4,4,4,3,3,4,5,3,8,1,1,10,2,NA,4,NA,NA,NA,NA,NA,NA,1,2,2,2,88,2,3,2,1,10,0,88,2,2,2,1,5,5,5,5,5,4,5,5,5,3,3,3,5,5,5,88,88,88,88,88,88,2,1,2,62,2,4,1,1,NA,NA,9,9,5,2,NA,4,2,NA,66,2,NA,3,3,3,3,3,3,15,15,99,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"715",3,4.17795322,"1","TARAPACÁ",1,2,88,2022,11,1,715,"715-88",3,9,14,2,3,4,3,4,3,3,2,8,1,2,6,6,3,1,3,6,2,6,3,6,3,4,3,6,4,4,1,2,1,2,4,4,3,4,3,4,2,1,4,3,2,3,3,1,1,3,4,2,4,10,10,10,1,2,NA,NA,NA,1,7,4,4,1,2,5,2,2,6,3,2,1,10,0,1,1,1,2,1,6,6,4,4,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,2,1,44,2,6,1,1,NA,NA,6,1,5,1,99,NA,1,7,NA,1,2,NA,3,3,3,1,3,15,15,1,2,NA,2,1,1,3,NA,NA,4,NA,NA,NA,NA
"716",4,1.66340493,"1","TARAPACÁ",1,2,88,2022,11,1,716,"716-88",3,5,10,2,3,3,3,4,3,3,2,5,2,3,6,6,3,1,2,6,6,6,3,6,2,4,4,6,6,4,1,3,3,1,4,3,3,3,2,3,1,3,4,3,1,3,3,1,1,3,5,2,5,8,5,10,1,2,NA,NA,NA,1,8,4,4,3,4,1,2,2,4,3,2,1,10,0,3,1,2,2,1,5,5,5,5,2,3,5,5,5,3,1,1,5,5,5,8,2,3,10,5,10,2,1,2,53,1,6,1,2,2,12,NA,2,8,1,2,NA,1,7,NA,1,2,NA,2,2,3,2,2,15,15,2,2,NA,2,2,2,2,NA,4,NA,NA,NA,NA,NA
