"","secu","pond","region","nom_region","zona_u_r","gse","encuesta","encuesta_a","encuesta_m","estrato","id_bu_encuesta","id_bu","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_fo","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gf","eval_act_pol_1_dh","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_go","eval_act_pol_1_en","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_gr","eval_act_pol_1_gs","eval_act_pol_1_em","eval_act_pol_1_ff","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_8_a","interes_pol_1_b","democracia_21","democracia_20","pobreza_62","pobreza_63","democracia_19","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_23_a","constitucion_23_b","constitucion_26_a","constitucion_26_b","constitucion_29","constitucion_29_2","constitucion_3","iden_nacional_5_a","iden_nacional_6_b","internacional_20","internacional_21","salud_5_b","salud_83","salud_84","pensiones_4","pensiones_4_a","pensiones_4_b","pensiones_5","educacion_110","educacion_98","educacion_95","educacion_112","educacion_112_a","educacion_112_b","educacion_112_c","educacion_112_d","ciudadania_29_a","ciudadania_29_b","ciudadania_29_c","ciudadania_29_d","ciudadania_29_e","ciudadania_30_a","ciudadania_30_b","ciudadania_30_d","ciudadania_31","polarizacion_1_a","polarizacion_1_b","polarizacion_2_a","polarizacion_2_b","polarizacion_3_a","polarizacion_3_b","polarizacion_4","polarizacion_5","polarizacion_4_orden","polarizacion_5_orden","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","info_hogar_33","info_enc_64","religion_82","religion_2","constitucion_4_a","constitucion_4_b","constitucion_4_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","interes_pol_2_a","interes_pol_2_h","interes_pol_2_c","interes_pol_2_d","interes_pol_2_e","iden_pol_3","iden_pol_3_a","religion_14","info_enc_58","info_enc_30","info_hogar_34_a","info_hogar_34_b","info_hogar_34_c","info_hogar_1","info_hogar_35_a","info_hogar_35_b","info_hogar_35_c","info_hogar_35_d","info_hogar_35_e","info_hogar_35_f","info_hogar_35_g"
"241",69,0.91276515,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,241,"241-88",3,10,26,2,3,3,3,4,3,3,3,7,3,3,6,6,3,2,6,3,6,6,6,6,3,3,4,6,6,9,2,3,1,4,4,4,3,4,1,4,4,1,4,4,2,1,3,2,1,4,5,2,3,10,10,10,1,2,NA,NA,NA,1,2,3,3,2,4,2,2,2,3,3,2,1,5,5,3,1,2,2,1,4,8,4,4,2,5,5,5,5,1,1,1,5,5,5,8,4,0,10,5,8,2,1,2,36,2,3,1,2,6,6,NA,9,6,1,2,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,2,2,NA,1,1,2,5,NA,NA,NA,NA,99,NA,NA
"242",69,0.60857724,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,242,"242-88",1,10,5,2,1,2,2,8,3,3,2,3,2,3,6,6,8,2,6,6,6,6,6,6,6,4,4,6,6,6,8,3,2,2,4,3,3,2,2,4,88,1,4,88,88,99,88,2,1,4,5,3,8,10,10,10,1,2,NA,NA,NA,99,NA,2,2,88,1,8,88,88,4,3,88,1,10,0,88,1,2,8,1,5,10,5,0,2,5,5,5,5,4,1,1,5,7,5,6,0,5,5,99,88,2,1,2,71,2,2,3,2,1,9,NA,2,8,1,2,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,2,2,NA,2,2,2,2,NA,99,NA,NA,NA,NA,NA
"243",39,3.06466072,"5","VALPARAÍSO",1,3,88,2022,11,6,243,"243-88",3,14,17,2,3,2,2,5,3,3,2,5,3,1,6,6,3,2,3,6,6,6,2,6,1,2,1,6,5,4,2,4,3,4,4,4,4,4,3,1,4,2,3,4,3,2,4,3,3,2,1,1,4,8,8,9,1,1,NA,4,7,NA,NA,1,1,3,2,2,2,2,2,3,1,1,7,3,1,1,1,2,1,5,5,5,5,3,5,5,5,5,2,1,1,1,0,0,5,5,9,0,9,0,1,2,1,39,2,8,1,1,NA,NA,10,1,8,1,1,NA,1,2,NA,1,1,NA,1,3,2,2,1,15,15,3,2,NA,1,2,2,5,NA,NA,NA,NA,4,NA,NA
"244",132,0.70310035,"13","METROPOLITANA",1,4,88,2022,11,20,244,"244-88",1,5,6,3,2,3,2,4,2,2,2,99,1,1,3,2,3,1,2,2,1,3,2,2,1,1,1,3,4,1,1,4,4,4,4,4,3,4,2,4,2,4,4,4,3,3,4,4,3,3,2,1,4,10,5,10,1,1,NA,7,1,NA,NA,4,4,1,4,2,2,2,4,3,1,1,4,6,1,1,2,2,1,5,5,5,5,1,1,1,1,5,5,5,5,1,99,99,0,99,10,0,5,5,1,2,1,52,2,3,2,1,NA,NA,9,9,8,2,NA,1,1,5,NA,1,1,NA,3,2,1,1,1,15,14,2,1,5,2,1,1,6,NA,NA,NA,NA,NA,2,NA
"245",104,0.27026751,"9","ARAUCANÍA",1,4,88,2022,11,14,245,"245-88",3,10,7,2,3,2,3,4,3,2,8,88,6,3,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,2,4,4,4,4,3,2,88,88,88,2,4,3,4,3,4,3,3,4,5,8,3,9,5,10,1,1,NA,10,11,NA,NA,4,4,3,2,2,88,1,2,3,2,1,10,0,88,2,1,2,88,NA,NA,NA,NA,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,88,88,2,1,2,81,2,1,3,1,NA,NA,12,1,7,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,1,1,5,2,2,2,1,99,NA,NA,NA,NA,NA,NA
"246",9,4.63278424,"2","ANTOFAGASTA",1,1,88,2022,11,2,246,"246-88",10,13,5,3,1,3,2,3,2,2,1,5,4,3,6,6,3,5,4,6,8,6,4,6,4,3,3,6,8,6,4,3,2,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,1,2,3,1,3,7,7,10,1,2,NA,NA,NA,6,7,4,4,2,4,1,2,2,7,3,1,1,10,0,1,1,1,2,1,7,5,4,4,3,3,5,5,5,5,3,3,5,5,5,10,10,10,10,10,10,2,1,1,35,2,8,1,1,NA,NA,4,1,8,1,1,NA,1,3,NA,1,1,NA,2,3,3,3,3,15,5,2,2,NA,1,1,2,3,NA,NA,6,NA,NA,NA,NA
"247",9,2.31639212,"2","ANTOFAGASTA",1,1,88,2022,11,2,247,"247-88",3,7,10,2,3,4,3,4,3,3,2,5,1,3,2,3,6,6,2,6,6,3,6,6,6,2,3,3,6,6,6,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,4,2,3,4,4,1,4,10,1,10,2,NA,2,NA,NA,NA,NA,NA,NA,2,4,2,2,2,3,3,2,1,8,2,3,2,2,2,1,2,3,2,13,4,5,5,5,5,3,3,1,5,5,5,7,4,2,8,4,7,2,1,1,44,2,8,1,1,NA,NA,3,1,3,2,NA,1,2,NA,2,2,NA,2,2,3,2,3,2,15,1,2,2,NA,2,1,2,1,99,NA,NA,NA,NA,NA,NA
"248",90,3.38300964,"8","BIOBÍO",1,3,88,2022,11,12,248,"248-88",3,12,5,2,2,3,2,4,3,2,9,6,8,3,6,6,6,3,5,6,6,6,6,6,6,4,3,6,6,6,6,3,3,3,4,2,4,4,3,4,4,3,4,3,4,3,4,3,3,3,5,3,3,1,10,10,1,9,NA,NA,NA,NA,NA,4,4,88,2,4,1,88,1,3,88,88,NA,NA,3,1,1,1,88,NA,NA,NA,NA,5,5,5,5,5,88,88,88,5,88,88,88,88,88,88,88,88,2,1,2,69,2,2,99,99,4,7,NA,2,2,99,NA,99,9,NA,99,2,NA,9,3,3,3,3,3,99,99,2,2,NA,2,2,2,3,NA,NA,99,NA,NA,NA,NA
"249",90,1.69131821,"8","BIOBÍO",1,4,88,2022,11,12,249,"249-88",3,5,27,2,3,1,5,4,3,3,2,5,3,2,6,8,2,1,2,6,6,6,2,6,8,4,3,6,2,2,1,4,2,3,4,2,2,3,2,3,3,2,4,4,3,3,3,2,2,4,5,3,3,10,10,10,1,2,NA,NA,NA,8,2,4,4,3,4,2,2,2,1,3,2,1,8,2,88,2,1,2,1,5,5,5,5,3,5,5,5,5,3,2,2,5,99,99,88,88,99,99,5,5,2,1,2,36,2,4,3,1,NA,NA,9,2,8,1,2,NA,1,99,NA,1,9,NA,2,3,3,3,2,15,15,2,2,NA,2,1,2,4,NA,NA,NA,1,NA,NA,NA
"250",104,1.48395567,"9","ARAUCANÍA",1,3,88,2022,11,14,250,"250-88",9,3,5,3,2,3,3,3,3,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,3,3,1,1,1,88,2,1,2,2,2,2,3,1,3,4,4,2,3,10,6,5,1,2,NA,NA,NA,7,1,7,2,2,4,2,2,1,3,3,2,1,10,0,3,2,1,2,1,4,4,6,6,2,5,5,5,5,1,1,1,4,88,88,88,88,88,5,88,88,1,2,1,46,2,4,1,1,NA,NA,7,1,7,2,NA,4,2,NA,66,2,NA,3,3,3,3,2,3,15,15,2,2,NA,2,1,2,5,NA,NA,NA,NA,3,NA,NA
"251",132,0.78474086,"13","METROPOLITANA",1,2,88,2022,11,20,251,"251-88",3,1,14,3,2,4,2,4,2,1,1,4,4,1,4,4,4,4,4,3,6,3,6,6,2,4,1,4,3,4,4,4,3,4,3,3,3,3,2,2,1,3,2,3,2,2,3,2,2,3,3,1,3,6,5,6,1,1,NA,7,3,NA,NA,4,4,1,3,1,2,2,7,3,2,1,5,5,1,2,2,2,1,3,5,6,6,1,2,4,5,5,4,4,4,5,0,6,0,8,8,1,7,4,2,1,1,42,2,8,2,1,NA,NA,4,9,8,1,1,NA,1,1,NA,1,1,NA,2,3,2,2,1,15,15,3,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"252",106,1.0913276,"9","ARAUCANÍA",1,3,88,2022,11,14,252,"252-88",5,6,10,3,3,4,3,3,2,2,2,5,3,4,6,6,6,4,6,6,6,6,6,6,6,4,3,6,6,6,3,4,2,1,4,4,2,4,2,4,3,2,3,4,4,3,3,2,2,3,4,2,3,10,10,10,1,2,NA,NA,NA,2,11,4,4,2,2,2,2,1,3,3,2,1,7,3,1,1,1,2,1,5,5,5,5,3,5,5,5,5,3,3,3,2,5,5,5,5,5,5,5,5,2,1,1,27,2,4,1,2,4,7,NA,2,1,1,88,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,2,2,NA,1,2,2,4,NA,NA,NA,99,NA,NA,NA
"253",104,0.40535654,"9","ARAUCANÍA",1,3,88,2022,11,14,253,"253-88",5,1,3,2,2,3,3,4,3,3,2,6,3,3,6,6,4,3,6,6,6,6,3,6,3,4,3,6,6,6,3,3,3,3,4,4,1,3,1,3,3,3,3,3,1,3,3,3,1,3,5,1,3,5,8,10,1,2,NA,NA,NA,12,1,3,3,2,2,2,2,1,2,3,1,1,10,0,1,2,2,1,1,4,4,6,6,3,5,5,5,5,5,5,4,5,5,3,4,5,0,10,5,5,2,1,2,40,2,4,1,1,NA,NA,6,1,6,2,NA,2,1,6,NA,1,3,NA,3,3,3,3,3,13,NA,2,2,NA,2,1,2,2,NA,4,NA,NA,NA,NA,NA
"254",271,2.17428385,"7","MAULE",2,3,88,2022,11,11,254,"254-88",26,11,3,2,3,2,4,4,3,3,2,8,1,3,6,6,8,6,6,6,6,6,6,6,6,3,3,6,6,6,6,2,2,2,4,2,2,3,2,4,3,2,3,3,2,2,2,1,3,4,5,3,3,5,4,7,1,2,NA,NA,NA,10,11,1,1,3,1,1,2,1,9,1,1,1,5,5,1,2,1,2,1,5,5,5,5,4,5,5,5,5,3,1,2,5,5,5,10,1,0,10,5,10,1,2,1,55,2,1,1,1,NA,NA,9,1,8,1,2,NA,1,2,NA,1,2,NA,3,3,8,3,3,15,15,1,2,NA,2,1,1,5,NA,NA,NA,NA,1,NA,NA
"255",271,0.86971354,"7","MAULE",2,3,88,2022,11,11,255,"255-88",5,1,27,3,1,3,3,4,2,2,1,5,4,3,4,3,5,4,3,6,3,3,2,6,4,2,2,3,5,4,2,3,3,3,4,3,3,3,2,3,3,2,2,3,2,3,3,2,3,4,4,1,2,5,9,10,1,1,NA,7,10,NA,NA,1,1,1,2,2,2,2,2,3,2,1,8,2,1,1,2,2,1,5,5,5,5,1,3,5,5,5,2,1,1,3,0,0,0,5,5,1,5,5,2,1,1,61,2,6,3,1,NA,NA,9,1,6,1,1,NA,1,1,NA,1,1,NA,2,3,3,2,2,17,NA,2,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"256",271,0.46942878,"7","MAULE",2,4,88,2022,11,11,256,"256-88",6,5,13,2,3,3,3,3,2,2,1,5,4,1,6,6,6,3,6,6,6,6,6,6,2,2,1,6,6,6,6,4,3,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,3,4,4,1,5,10,5,6,1,1,NA,11,10,NA,NA,1,1,3,1,3,1,1,8,3,2,1,10,0,1,2,1,2,1,5,5,5,5,4,4,5,5,5,5,5,5,5,0,5,0,10,10,0,5,5,2,1,2,43,2,3,3,2,2,7,NA,5,3,1,1,NA,1,1,NA,1,1,NA,3,3,3,2,3,5,NA,1,2,NA,1,2,1,2,NA,2,NA,NA,NA,NA,NA
"257",271,0.77876075,"7","MAULE",2,3,88,2022,11,11,257,"257-88",3,1,10,2,2,3,2,8,3,2,1,10,3,4,4,6,2,3,8,6,3,3,6,3,5,4,4,8,6,3,3,2,2,4,4,3,3,3,3,4,1,3,3,3,3,3,4,2,3,4,3,3,3,88,10,10,1,2,NA,NA,NA,8,10,3,3,1,2,2,2,2,88,3,2,1,8,2,3,1,1,2,1,5,5,5,5,3,5,5,5,5,3,3,3,5,5,5,10,5,0,10,2,5,2,1,2,90,2,2,3,1,NA,NA,11,1,7,1,2,NA,1,1,NA,1,1,NA,2,3,8,2,3,1,NA,1,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"258",113,0.29301771,"9","ARAUCANÍA",1,3,88,2022,11,14,258,"258-88",3,1,10,4,2,4,3,3,3,2,1,88,4,1,6,6,6,3,6,6,6,6,6,6,6,4,3,6,6,6,6,3,3,1,4,3,3,3,3,3,2,2,3,4,3,4,3,3,3,3,5,1,3,2,6,8,1,1,NA,12,4,NA,NA,3,3,1,8,3,2,2,4,1,88,88,NA,NA,1,1,1,2,1,5,5,5,5,5,5,5,5,5,3,3,4,5,88,88,88,88,88,88,88,88,2,1,2,48,2,3,1,2,4,4,NA,2,4,1,1,NA,1,1,NA,1,1,NA,3,3,3,3,3,15,15,2,2,NA,1,1,1,4,NA,NA,NA,2,NA,NA,NA
"259",113,0.4474524,"9","ARAUCANÍA",1,3,88,2022,11,14,259,"259-88",6,13,5,1,3,2,3,4,2,2,2,99,4,3,6,6,3,3,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,4,4,3,4,4,2,1,4,4,4,4,2,3,4,4,3,4,5,3,3,10,10,1,2,NA,2,NA,NA,NA,NA,NA,NA,2,5,1,2,2,4,1,1,1,10,0,1,1,2,2,1,4,4,6,6,5,5,5,5,5,5,5,3,4,5,5,5,5,6,6,5,5,2,1,2,44,2,6,3,1,NA,NA,5,9,6,1,1,NA,2,NA,66,2,NA,2,3,3,2,3,3,15,15,3,2,NA,1,1,1,4,NA,NA,NA,1,NA,NA,NA
"260",113,0.29833451,"9","ARAUCANÍA",1,3,88,2022,11,14,260,"260-88",3,17,9,3,1,3,3,4,8,8,3,99,9,3,6,6,8,2,6,3,6,6,6,6,6,9,4,6,6,6,6,4,3,1,4,4,4,4,3,4,88,2,3,4,4,3,4,2,1,3,5,3,3,5,6,10,1,2,NA,NA,NA,9,12,3,3,1,2,3,1,88,1,3,2,88,NA,NA,3,2,2,2,1,6,6,4,4,5,5,5,5,5,5,5,5,4,99,99,88,88,88,88,88,88,2,1,2,70,2,1,3,2,2,11,NA,2,6,2,NA,2,1,77,NA,1,3,NA,3,3,3,3,3,15,15,1,2,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA
"261",57,2.37258696,"5","VALPARAÍSO",1,3,88,2022,11,6,261,"261-88",26,13,10,2,3,1,2,3,3,2,2,6,2,2,2,6,2,4,3,3,1,6,2,6,2,3,2,6,2,3,1,3,3,3,4,3,2,4,1,2,4,2,3,4,3,3,3,3,3,4,3,1,3,6,6,7,1,4,NA,NA,NA,NA,NA,2,2,2,3,2,2,1,2,3,2,1,5,5,3,2,2,1,1,5,5,5,5,1,5,5,5,5,3,2,2,4,2,3,4,4,4,4,4,4,2,1,1,29,2,4,2,2,2,9,NA,9,8,1,4,NA,1,7,NA,2,NA,3,3,2,2,2,3,15,15,2,2,NA,2,2,2,4,NA,NA,NA,3,NA,NA,NA
"262",57,1.01019276,"5","VALPARAÍSO",1,3,88,2022,11,6,262,"262-88",13,9,5,2,2,3,3,3,2,2,2,5,3,3,3,3,4,3,2,3,4,6,3,3,4,4,2,6,4,4,3,4,3,4,3,4,2,2,2,2,2,4,3,3,3,3,3,3,3,4,5,1,3,5,10,5,1,1,NA,4,7,NA,NA,2,2,2,2,3,1,1,2,3,1,1,10,0,1,2,1,2,1,5,5,5,5,4,3,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,2,2,33,2,4,1,1,NA,NA,7,1,8,1,1,NA,2,NA,66,2,NA,3,2,2,2,3,2,9,NA,3,2,NA,2,1,2,5,NA,NA,NA,NA,2,NA,NA
"263",271,0.66156018,"7","MAULE",2,4,88,2022,11,11,263,"263-88",3,11,26,2,3,3,4,4,3,3,2,5,3,8,6,6,6,3,6,6,6,6,6,6,6,4,2,6,6,6,6,3,4,4,4,4,4,4,3,3,3,4,88,3,4,4,3,3,3,3,4,2,4,1,10,10,1,9,NA,NA,NA,NA,NA,3,3,88,2,8,88,88,2,1,88,1,10,0,88,1,2,8,1,5,0,5,10,3,88,5,5,5,5,1,1,5,5,5,5,0,88,5,5,5,2,1,2,59,2,1,3,2,2,11,NA,1,5,2,NA,88,2,NA,66,2,NA,2,3,3,3,3,3,15,88,2,2,NA,2,2,2,2,NA,3,NA,NA,NA,NA,NA
"264",271,0.33078009,"7","MAULE",2,4,88,2022,11,11,264,"264-88",1,13,26,3,1,4,2,2,1,1,1,5,4,2,6,6,6,4,6,6,6,6,6,6,2,2,2,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,1,3,4,88,4,4,3,4,5,1,3,1,1,10,1,1,NA,3,1,NA,NA,7,7,2,2,4,1,1,2,1,1,1,10,0,1,1,2,1,1,5,5,5,5,2,1,5,5,5,5,5,5,5,4,10,0,10,10,1,10,4,2,1,2,60,2,2,3,1,NA,NA,11,5,2,1,1,NA,1,1,NA,1,1,NA,3,3,3,2,3,15,1,1,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"265",271,0.46942878,"7","MAULE",2,3,88,2022,11,11,265,"265-88",1,3,6,1,3,2,3,5,3,3,2,6,4,3,6,6,3,3,6,6,6,6,6,6,6,4,4,6,6,3,6,1,3,4,4,3,88,4,1,4,3,1,4,4,4,3,3,1,1,3,4,2,3,6,7,8,1,2,NA,NA,NA,1,10,2,2,2,1,2,1,1,1,2,2,1,5,5,3,2,1,2,1,5,5,5,5,3,5,5,5,5,3,1,1,5,8,5,5,7,88,5,5,8,1,2,2,41,2,2,3,1,NA,NA,11,1,7,2,NA,2,2,NA,1,1,1,NA,3,2,3,3,3,15,88,2,2,NA,2,1,2,2,NA,1,NA,NA,NA,NA,NA
"266",271,1.44111918,"7","MAULE",2,3,88,2022,11,11,266,"266-88",3,5,14,4,2,3,3,3,3,2,2,7,8,4,8,6,8,8,8,6,8,6,8,8,8,8,4,6,6,8,6,1,1,3,2,3,4,3,3,4,3,1,3,4,88,3,2,1,4,4,4,3,3,7,6,9,1,2,NA,NA,NA,5,8,7,7,2,4,2,2,2,1,3,1,1,10,0,1,1,2,1,1,5,5,5,5,4,3,5,5,5,2,1,1,2,10,5,10,5,2,5,5,8,1,2,1,52,2,1,1,1,NA,NA,11,1,4,2,NA,2,1,2,NA,1,2,NA,2,2,3,3,2,1,NA,2,2,NA,2,2,2,3,NA,NA,2,NA,NA,NA,NA
"267",39,1.14732598,"5","VALPARAÍSO",1,3,88,2022,11,6,267,"267-88",10,5,26,2,3,3,3,5,2,2,3,5,1,5,1,4,4,1,2,6,2,6,5,6,1,3,2,6,2,5,1,4,3,4,4,4,4,3,2,4,4,3,4,4,3,4,4,4,1,3,5,1,3,6,5,10,1,2,NA,NA,NA,9,8,4,4,3,2,2,2,2,1,3,2,88,NA,NA,2,1,2,2,1,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,1,2,1,67,2,3,3,1,NA,NA,6,9,8,1,2,NA,1,6,NA,1,1,NA,3,3,3,3,2,15,15,2,2,NA,2,2,1,3,NA,NA,2,NA,NA,NA,NA
"268",61,1.02831911,"6","LIBERTADOR BERNARDO OHIGGINS",1,4,88,2022,11,8,268,"268-88",3,1,13,3,2,3,3,4,3,3,2,5,2,4,3,6,3,2,3,2,2,3,3,6,3,3,4,6,3,4,2,3,1,3,3,3,2,3,2,2,3,2,3,4,3,3,3,2,3,4,3,1,3,8,8,7,1,2,NA,NA,NA,3,8,2,2,88,3,4,2,1,2,3,2,1,10,0,3,2,1,2,1,5,5,5,5,4,4,5,5,5,2,2,2,5,2,2,10,3,99,99,99,99,2,1,2,72,2,1,3,2,4,9,NA,1,7,1,99,NA,1,4,NA,1,2,NA,2,3,3,3,3,15,15,1,2,NA,2,2,2,4,NA,NA,NA,99,NA,NA,NA
"269",142,1.67658008,"13","METROPOLITANA",1,3,88,2022,11,20,269,"269-88",14,10,1,2,2,3,3,4,2,2,3,3,3,2,3,3,4,4,6,3,2,3,3,6,2,4,2,3,4,4,3,4,3,4,3,3,3,4,3,4,2,3,3,3,3,3,3,2,2,4,2,1,2,5,5,5,1,8,NA,NA,NA,NA,NA,4,4,1,3,2,2,2,7,2,2,1,10,0,3,1,1,1,1,5,5,5,5,3,5,5,5,5,3,3,3,5,6,6,2,6,6,6,5,5,1,2,2,43,2,6,3,2,6,5,NA,9,6,1,88,NA,1,1,NA,1,1,NA,1,3,1,1,2,88,15,2,2,NA,2,1,2,3,NA,NA,99,NA,NA,NA,NA
"270",165,0.52918623,"13","METROPOLITANA",1,3,88,2022,11,20,270,"270-88",1,3,17,3,3,2,3,4,3,2,2,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,4,1,1,4,4,4,4,4,4,4,1,4,4,4,3,4,1,4,4,5,2,3,10,10,10,1,2,NA,NA,NA,9,11,4,4,2,2,4,1,88,5,1,1,1,10,0,1,2,1,2,1,5,5,5,5,1,1,5,5,5,3,5,1,5,5,5,10,0,0,10,0,10,2,1,1,53,2,2,1,1,NA,NA,11,2,8,2,NA,88,1,2,NA,1,2,NA,3,3,3,3,3,15,88,2,1,5,2,2,2,1,5,NA,NA,NA,NA,NA,NA
"271",165,0.28913636,"13","METROPOLITANA",1,3,88,2022,11,20,271,"271-88",1,5,3,2,3,2,3,8,8,3,8,88,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,9,4,10,5,10,1,9,NA,NA,NA,NA,NA,2,2,3,2,2,99,88,2,3,2,1,10,0,1,1,1,2,1,5,5,5,5,1,1,5,5,5,5,5,5,5,99,99,99,99,99,99,99,99,1,2,2,65,2,4,3,1,NA,NA,11,9,8,1,99,NA,1,99,NA,1,9,NA,3,3,3,3,3,15,15,3,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
"272",164,0.90090814,"13","METROPOLITANA",1,4,88,2022,11,20,272,"272-88",1,2,10,2,3,3,4,4,2,3,2,2,3,1,2,2,4,4,2,4,3,3,4,3,3,2,3,6,4,2,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,5,3,4,10,1,10,1,1,NA,11,10,NA,NA,4,4,3,2,2,2,2,5,3,2,1,10,0,3,1,1,2,1,10,5,5,0,1,1,5,5,5,5,5,3,5,4,5,3,8,10,0,8,2,1,2,1,74,2,3,3,1,NA,NA,11,1,8,1,1,NA,1,99,NA,1,9,NA,3,3,3,2,3,15,15,3,2,NA,2,2,2,3,NA,NA,99,NA,NA,NA,NA
"273",164,1.04714972,"13","METROPOLITANA",1,3,88,2022,11,20,273,"273-88",3,1,10,2,1,3,2,3,3,3,1,10,2,4,6,3,3,2,6,6,6,6,3,6,4,4,4,6,4,4,2,3,2,3,3,3,3,2,3,3,1,2,3,3,3,2,3,1,3,4,3,3,3,10,5,10,1,1,NA,1,12,NA,NA,4,4,1,2,2,2,2,5,3,1,1,10,0,3,2,1,2,1,5,5,5,5,3,3,3,5,5,3,5,3,3,5,5,5,6,5,5,5,5,1,2,2,65,2,3,1,1,NA,NA,9,1,5,1,1,NA,1,2,NA,1,1,NA,2,3,3,2,2,15,15,3,2,NA,2,2,2,6,NA,NA,NA,NA,NA,99,NA
"274",67,2.76403895,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,274,"274-88",10,6,5,4,2,4,3,3,2,1,1,4,4,3,6,6,4,3,4,2,3,6,2,6,2,4,1,2,6,2,4,4,3,4,4,2,2,4,2,3,3,3,2,3,2,2,2,3,2,3,3,1,3,7,5,5,1,1,NA,4,7,NA,NA,1,1,1,4,1,2,2,4,3,1,1,8,2,1,1,1,2,1,4,5,5,6,1,3,4,5,5,4,5,4,4,5,5,5,7,7,4,6,4,2,1,2,32,2,8,1,2,8,4,NA,9,8,1,1,NA,1,1,NA,1,1,NA,3,3,2,2,2,11,NA,3,2,NA,1,2,2,5,NA,NA,NA,NA,99,NA,NA
"275",67,0.43992838,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,275,"275-88",17,2,14,1,3,3,3,4,3,3,2,5,1,3,6,6,6,2,4,3,6,6,3,6,6,4,5,6,6,6,2,4,1,4,4,3,4,4,4,4,3,2,4,4,2,3,4,2,3,4,5,2,4,10,10,10,1,2,NA,NA,NA,1,10,2,2,2,3,2,2,2,2,3,2,1,8,2,3,1,2,2,1,5,5,5,5,1,5,5,5,5,3,1,1,5,4,0,8,3,8,1,5,5,1,2,2,59,2,3,1,1,NA,NA,12,9,8,1,1,NA,1,2,NA,1,2,NA,3,3,3,3,3,15,15,3,2,NA,2,2,1,1,99,NA,NA,NA,NA,NA,NA
"276",61,0.25707978,"6","LIBERTADOR BERNARDO OHIGGINS",1,3,88,2022,11,8,276,"276-88",1,3,6,2,2,2,3,4,2,2,2,99,3,4,2,2,4,2,4,3,6,3,4,6,3,5,4,3,2,3,6,2,3,3,88,88,3,3,2,2,88,3,3,3,3,3,4,2,88,4,4,2,3,5,6,8,1,9,NA,NA,NA,NA,NA,4,4,3,2,4,2,1,1,3,1,1,9,1,88,2,2,1,1,3,3,7,7,5,4,5,5,5,1,3,3,5,8,4,10,5,5,7,99,99,2,1,2,84,2,1,3,1,NA,NA,7,9,8,1,99,NA,1,99,NA,1,9,NA,2,3,3,3,3,1,NA,3,2,NA,2,2,2,1,2,NA,NA,NA,NA,NA,NA
