"","estrato","secu","region","zona_u_r","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_39","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_en","eval_act_pol_1_gj","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_ff","eval_act_pol_1_gf","eval_act_pol_1_fo","eval_act_pol_1_gn","eval_act_pol_1_dh","eval_act_pol_1_ae","eval_act_pol_1_dv","eval_act_pol_1_fe","eval_act_pol_1_ek","eval_act_pol_1_go","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_aa","confianza_6_z","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_y","confianza_6_m","confianza_8_a","rotacion_mtf_82","mtf_82","rotacion_mtf_83","mtf_83","constitucion_6","constitucion_3","constitucion_7","constitucion_8","constitucion_9_a","constitucion_9_b","constitucion_10_a","constitucion_10_b","constitucion_11_a","constitucion_11_b","constitucion_12","constitucion_13_a","constitucion_13_b","constitucion_13_c","constitucion_14","constitucion_15","constitucion_16_a","constitucion_16_b","constitucion_17_a","constitucion_17_b","constitucion_18","mtf_42_b","mtf_42_c","mtf_42_d","mtf_43_b","mtf_81_a","mtf_81_b","mtf_81_c","elec_part_56","elec_pres_143_a","elec_pres_143_b","elec_part_37","elec_pres_144_a","elec_pres_144_b","democracia_19","pobreza_62","iden_nacional_16","educacion_108","educacion_109","sexo","gse","edad","info_enc_61","esc_nivel_1","info_enc_35","info_enc_62","info_enc_38","info_enc_63","info_enc_16_b","religion_82","religion_2","educacion_104_a","elec_parla_35","info_enc_30","pobreza_103_a","pobreza_111","mtf_60","info_hogar_1","info_hogar_2_a","info_hogar_2_b","info_hogar_2_c","info_hogar_32","info_enc_52","info_enc_54","transporte_18","transporte_19","info_hogar_21_n","info_enc_60","encuesta","encuesta_a","encuesta_m","pond"
"286",22,86275,14,2,1,3,7,2,3,4,4,3,3,3,2,6,2,2,2,4,4,6,2,2,6,6,2,4,2,6,2,2,2,2,2,4,1,3,3,3,3,2,2,3,2,2,3,2,3,2,3,1,3,1,2,2,3,1,3,4,3,NA,NA,NA,NA,3,88,3,3,3,3,3,1,NA,NA,NA,NA,2,4,3,2,2,5,1,3,2,NA,3,1,1,NA,10,10,1,2,2,1,4,67,2,2,2,7,2,8,3,2,2,1,7,88,2,5,2,1,1,0,0,4,2,NA,6,NA,2,2,86,2022,5,0.36622993
"287",6,86044,5,1,9,2,26,4,3,4,4,4,2,2,2,6,1,4,3,1,1,4,2,3,2,6,1,3,4,3,3,6,3,3,3,4,3,1,3,1,4,3,2,3,3,3,3,3,3,3,3,2,3,1,9,1,1,99,3,5,2,NA,NA,6,1,NA,NA,2,2,1,1,1,1,NA,NA,NA,NA,4,4,2,4,4,3,3,3,1,2,NA,1,2,NA,6,6,4,2,2,1,3,64,2,6,2,7,1,7,3,1,1,5,77,88,5,3,2,2,2,0,0,10,2,NA,1,1,2,1,86,2022,5,0.71175166
"288",6,86044,5,1,9,5,25,2,3,3,3,5,2,2,2,6,3,3,3,2,2,3,3,3,3,6,1,4,3,3,3,6,3,3,4,4,3,3,4,3,3,3,2,3,3,3,2,3,3,2,4,2,3,1,2,1,2,1,2,1,2,NA,NA,2,5,NA,NA,3,1,1,1,7,1,NA,NA,NA,NA,5,4,5,5,5,3,3,3,1,2,NA,1,2,NA,10,10,10,1,1,2,2,42,1,8,1,1,3,NA,1,9,8,5,15,88,2,2,2,2,1,1,0,10,2,NA,4,5,2,1,86,2022,5,0.39709929
"289",6,86044,5,1,8,7,3,1,3,4,3,2,3,2,1,4,3,4,6,2,4,4,3,6,6,3,3,5,2,1,4,3,3,2,4,4,4,1,4,1,4,2,4,3,3,3,1,2,3,1,2,3,3,2,1,2,3,1,2,3,1,5,5,NA,NA,NA,NA,3,1,1,2,5,1,NA,NA,NA,NA,2,4,2,5,5,3,3,3,1,7,NA,1,1,NA,10,5,6,2,1,2,2,25,2,8,1,1,3,NA,2,1,6,4,88,88,5,2,0,1,1,0,0,11,1,NA,2,3,2,1,86,2022,5,0.4569533
"290",6,86044,5,1,17,6,14,3,2,3,4,2,3,2,2,5,3,3,3,3,2,4,4,3,3,4,3,2,3,3,2,2,4,3,4,4,3,3,4,3,4,4,4,3,4,3,4,2,2,2,4,2,4,2,1,1,1,1,2,2,1,4,3,NA,NA,NA,NA,2,1,2,2,7,1,NA,NA,NA,NA,4,2,2,5,5,3,3,3,1,3,NA,1,1,NA,9,3,2,1,1,2,3,34,1,6,1,1,2,1,3,9,8,5,5,88,2,4,1,3,2,99,1,3,1,NA,6,NA,1,1,86,2022,5,0.79419858
"291",19,86139,13,1,10,11,13,2,2,3,8,4,3,2,2,1,2,2,3,6,3,6,3,6,3,6,2,2,2,8,2,6,3,3,3,4,4,3,4,3,3,4,3,3,3,3,4,1,4,1,3,1,4,1,3,1,2,1,2,4,3,NA,NA,NA,NA,3,2,3,3,3,3,1,1,NA,NA,NA,NA,3,3,2,3,2,3,3,3,1,1,NA,1,1,NA,10,10,1,1,2,1,4,64,2,4,1,1,3,NA,3,9,5,3,5,88,4,2,3,1,1,0,0,10,2,NA,6,NA,2,1,86,2022,5,0.72728774
"292",6,86042,5,1,3,5,17,1,2,3,3,5,3,2,1,4,3,1,2,2,5,4,4,6,3,6,2,5,3,1,1,6,2,3,3,4,4,3,3,2,3,2,2,3,4,3,3,3,3,2,3,2,2,1,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,99,3,1,2,3,1,NA,NA,NA,NA,2,1,1,5,5,4,3,3,1,1,NA,1,1,NA,8,7,2,1,1,2,3,39,2,8,1,2,1,1,1,9,8,5,5,88,2,3,2,4,2,1,1,11,1,NA,5,1,2,1,86,2022,5,0.79559928
"293",14,86095,9,1,1,14,6,4,1,3,1,3,2,2,2,9,2,2,3,2,2,4,2,4,9,2,3,4,3,3,1,6,4,2,4,3,3,3,4,4,3,4,2,3,88,3,1,3,3,3,3,3,4,1,2,2,4,2,3,3,3,NA,NA,NA,NA,8,3,1,3,2,3,5,1,NA,NA,NA,NA,4,4,3,4,4,3,2,3,1,3,NA,1,2,NA,6,8,5,2,3,2,2,61,2,8,1,2,3,NA,3,9,8,12,7,88,3,3,3,2,2,0,0,12,1,NA,6,NA,2,1,86,2022,5,0.56888814
"294",22,86275,14,2,3,9,10,3,3,3,5,5,3,3,2,88,2,4,3,1,2,3,1,6,6,6,6,4,4,4,3,6,4,3,4,4,3,2,3,2,3,2,3,3,3,3,2,2,4,3,3,2,3,2,1,1,2,1,3,5,2,NA,NA,2,88,NA,NA,2,3,2,3,2,1,NA,NA,NA,NA,4,4,2,2,4,5,1,1,1,2,NA,1,2,NA,10,8,1,1,1,2,4,54,2,3,3,8,1,1,3,9,8,1,88,88,3,5,3,2,2,0,0,5,1,NA,6,NA,2,1,86,2022,5,0.48968445
"295",22,86275,14,2,10,11,1,2,3,2,5,4,3,3,2,2,6,2,6,6,6,6,6,6,6,6,6,2,6,6,6,6,3,3,2,4,1,4,3,3,3,88,3,3,88,4,3,2,88,1,4,3,3,2,4,1,2,2,1,88,3,NA,NA,NA,NA,2,7,2,1,8,1,1,1,NA,NA,NA,NA,4,2,2,4,2,4,1,1,2,NA,66,2,NA,66,10,88,6,4,2,2,3,68,2,0,2,3,3,NA,3,2,1,10,77,88,2,4,5,1,1,0,0,88,2,NA,6,NA,2,1,86,2022,5,0.32098072
"296",22,86275,14,2,3,7,9,2,2,3,3,4,2,3,2,10,1,5,4,1,2,3,2,2,6,3,4,5,4,1,4,1,2,3,4,4,3,1,3,1,4,1,1,4,4,4,3,3,3,2,3,2,3,1,3,2,4,1,3,2,2,NA,NA,2,2,NA,NA,1,3,1,3,5,1,NA,NA,NA,NA,4,3,5,3,5,3,3,3,1,2,NA,1,2,NA,6,10,3,2,2,2,3,47,2,3,1,1,3,NA,3,1,4,5,10,88,3,3,1,2,2,0,0,8,1,NA,6,NA,2,1,86,2022,5,0.48968445
"297",6,86042,5,1,2,3,17,3,2,3,3,4,3,2,1,5,3,2,6,1,1,3,3,6,6,6,6,6,1,3,6,6,4,1,4,4,3,2,3,2,4,3,2,3,3,4,3,3,2,2,2,2,4,2,4,2,3,1,2,2,3,NA,NA,NA,NA,2,2,3,2,3,2,2,2,1,2,3,2,3,2,2,3,4,3,3,3,1,1,NA,1,1,NA,6,8,3,2,2,1,3,28,2,4,1,1,3,NA,3,9,8,5,88,88,3,4,0,2,2,0,0,99,2,NA,6,NA,2,1,86,2022,5,0.94354507
"298",22,86275,14,2,3,8,17,3,3,4,3,4,2,2,1,5,4,2,3,3,2,3,2,6,6,6,6,4,3,6,3,6,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,1,1,1,1,1,3,4,2,NA,NA,5,88,NA,NA,3,2,2,1,5,1,NA,NA,NA,NA,2,4,2,4,4,5,3,3,1,2,NA,2,NA,66,10,6,7,2,2,2,2,27,2,8,2,3,3,NA,2,2,1,5,88,5,3,3,0,4,3,1,0,10,2,NA,5,5,2,1,86,2022,5,0.53041187
"299",22,86275,14,2,26,10,11,8,3,2,4,4,3,2,2,10,8,2,9,1,8,6,6,6,1,6,8,8,6,8,6,6,1,1,3,1,2,3,3,1,3,3,1,4,3,4,2,2,1,1,1,1,4,1,3,2,4,2,1,1,2,NA,NA,6,88,NA,NA,3,3,3,3,5,1,NA,NA,NA,NA,3,1,2,4,3,3,3,3,1,1,NA,1,2,NA,1,5,5,2,2,2,4,80,2,0,2,8,3,NA,3,1,4,5,99,88,2,3,0,1,1,0,0,6,2,NA,6,NA,2,3,86,2022,5,0.32098072
"300",12,86087,8,1,7,8,10,4,2,4,3,4,2,2,2,8,3,4,6,4,3,6,6,6,6,6,6,4,3,6,6,6,3,1,1,3,2,3,3,2,3,2,2,3,2,3,2,2,2,1,3,2,3,2,1,1,2,1,3,4,2,NA,NA,1,7,NA,NA,1,3,3,2,3,1,NA,NA,NA,NA,2,1,5,4,5,3,2,3,1,4,NA,1,2,NA,8,8,5,2,1,2,2,21,1,7,2,1,3,NA,3,2,3,10,99,88,3,2,0,2,2,0,0,7,2,NA,6,NA,2,1,86,2022,5,0.8109699
"301",14,86093,9,1,9,14,5,4,1,3,2,3,3,1,2,88,2,4,6,2,2,6,6,6,6,6,6,4,5,6,3,6,4,1,4,4,2,3,4,2,4,3,2,4,4,3,1,2,2,2,4,2,2,1,3,2,4,2,2,4,2,NA,NA,2,7,NA,NA,1,2,2,2,4,1,NA,NA,NA,NA,2,4,4,5,4,3,3,3,1,2,NA,1,2,NA,10,4,2,2,2,2,3,50,2,6,1,1,3,NA,3,9,8,10,77,88,3,2,0,1,1,0,0,9,1,NA,6,NA,1,3,86,2022,5,0.88920527
"302",19,86139,13,1,13,3,7,2,3,3,3,3,1,1,1,4,5,4,4,5,2,4,4,3,6,6,4,3,2,6,2,6,4,3,3,3,2,2,3,2,2,2,3,2,2,3,4,3,3,3,2,3,3,1,3,2,3,1,3,1,1,3,3,NA,NA,NA,NA,3,1,1,1,5,1,NA,NA,NA,NA,5,5,5,2,4,2,1,1,1,6,NA,1,1,NA,10,10,6,3,3,2,3,35,2,6,1,1,1,1,3,1,6,11,88,88,1,5,1,3,2,99,1,11,1,NA,3,2,1,1,86,2022,5,1.62306861
"303",22,86275,14,2,10,3,5,2,3,3,2,5,2,2,8,88,3,4,6,6,6,6,6,6,6,6,6,3,4,6,6,6,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,4,2,1,2,3,88,3,4,3,NA,NA,NA,NA,2,88,3,3,3,2,3,2,88,2,3,2,3,2,3,4,5,4,2,3,2,NA,2,2,NA,2,10,88,1,1,3,2,3,26,2,5,1,8,1,1,3,9,8,5,77,88,3,2,2,4,2,0,2,7,1,NA,6,NA,2,2,86,2022,5,0.35360792
"304",22,86275,14,2,26,3,11,3,3,3,3,4,3,2,2,88,4,4,2,3,3,6,3,6,1,6,6,2,2,6,6,6,1,1,4,4,3,1,3,1,3,3,3,3,3,3,88,3,3,2,4,2,3,1,3,2,4,2,1,1,3,NA,NA,NA,NA,5,88,3,2,3,3,1,1,NA,NA,NA,NA,2,3,5,2,1,5,1,3,1,3,NA,1,1,NA,10,7,1,2,3,2,3,67,2,1,2,8,3,NA,3,1,4,10,88,88,3,2,2,2,1,1,0,6,2,NA,6,NA,2,1,86,2022,5,0.32098072
"305",19,86143,13,1,3,10,5,2,2,2,3,4,2,3,8,99,8,2,8,3,2,6,2,6,6,6,6,1,2,2,2,6,4,3,4,3,4,3,3,3,4,4,3,3,4,3,3,3,4,4,4,3,4,2,1,2,3,1,2,2,3,NA,NA,NA,NA,5,5,3,3,2,2,7,1,NA,NA,NA,NA,4,2,2,4,4,3,3,3,1,99,NA,1,99,NA,10,1,1,3,2,2,3,65,2,4,2,8,1,7,3,9,8,3,99,88,2,3,3,2,2,0,0,7,1,NA,6,NA,2,1,86,2022,5,0.40100928
"306",19,86143,13,1,3,9,13,2,3,3,4,3,3,2,8,99,4,6,6,8,6,6,8,8,8,6,8,6,6,6,6,8,3,2,4,4,3,4,4,4,4,3,2,3,3,3,3,4,3,3,3,2,3,1,1,1,1,1,2,5,2,NA,NA,7,88,NA,NA,3,3,3,3,1,1,NA,NA,NA,NA,2,2,2,5,2,3,3,3,2,NA,1,2,NA,1,10,10,1,1,1,2,3,50,2,3,2,8,1,1,3,1,8,3,77,88,2,5,3,4,3,0,1,9,3,2016,6,NA,2,1,86,2022,5,0.6794921
"307",19,86143,13,1,1,5,11,3,2,2,4,4,3,3,2,88,2,2,2,2,2,6,2,2,3,6,6,4,3,2,2,6,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,2,4,2,3,1,3,5,2,NA,NA,6,6,NA,NA,3,3,3,2,7,1,NA,NA,NA,NA,2,4,4,4,5,3,3,3,2,NA,99,2,NA,99,88,10,1,2,2,2,3,35,2,4,2,3,1,1,2,9,8,2,99,88,4,4,1,6,5,1,0,9,2,NA,6,NA,2,1,86,2022,5,1.61936297
"308",19,86132,13,1,7,16,14,3,3,3,3,4,3,2,2,5,3,3,4,2,4,1,3,6,6,6,6,3,3,3,2,6,2,2,2,4,3,2,4,2,2,4,2,4,2,2,2,3,2,2,4,2,2,1,1,2,4,1,3,1,2,NA,NA,2,1,NA,NA,3,3,2,2,7,1,NA,NA,NA,NA,5,1,1,5,5,3,3,3,1,99,NA,1,99,NA,10,10,5,1,1,1,2,53,2,8,1,3,1,2,3,2,2,4,99,88,1,4,3,4,4,99,99,99,2,NA,6,NA,2,1,86,2022,5,1.15613037
"309",19,86132,13,1,9,7,3,1,3,2,3,4,3,3,2,88,2,3,3,2,3,2,1,3,3,3,3,3,3,3,3,6,3,4,4,4,4,4,4,3,3,4,3,4,3,4,4,3,3,3,3,2,4,1,1,2,4,2,3,5,3,NA,NA,NA,NA,5,2,1,2,2,3,5,1,NA,NA,NA,NA,2,1,1,1,5,3,3,3,1,99,NA,1,99,NA,10,10,1,2,2,2,3,42,2,4,2,6,1,1,3,1,7,1,99,88,1,5,5,7,5,2,9,99,1,NA,6,NA,2,1,86,2022,5,1.30271296
"310",19,86132,13,1,9,7,13,2,2,3,2,3,1,2,1,88,5,3,6,4,4,6,4,2,3,6,3,2,4,2,2,2,1,2,4,4,3,3,4,3,4,3,2,4,3,3,2,3,4,1,1,1,2,1,2,2,4,1,1,1,3,NA,NA,NA,NA,3,2,2,3,3,1,5,1,NA,NA,NA,NA,1,1,1,1,5,3,3,3,1,4,NA,1,1,NA,10,10,1,2,2,2,3,39,2,4,2,1,1,1,3,1,3,5,99,88,3,3,0,5,5,99,99,99,1,NA,6,NA,2,1,86,2022,5,1.30271296
"311",19,86132,13,1,3,9,2,3,1,3,2,4,1,2,1,1,4,2,6,4,4,6,4,6,6,6,6,2,2,6,6,6,1,4,4,3,4,4,4,2,4,1,4,1,4,4,4,1,4,4,1,2,2,1,3,1,2,1,1,2,1,1,7,NA,NA,NA,NA,3,3,1,1,4,1,NA,NA,NA,NA,5,1,1,1,5,3,2,3,1,1,NA,1,1,NA,10,10,1,2,2,1,2,72,2,1,1,1,3,NA,3,1,8,11,5,88,4,2,5,3,1,2,9,99,2,NA,6,NA,1,1,86,2022,5,0.17513843
"312",19,86132,13,1,26,9,7,2,3,3,4,4,3,3,2,88,2,4,4,6,2,6,6,6,6,6,6,4,2,6,6,6,3,3,3,4,3,3,3,2,3,4,3,3,4,3,3,2,3,3,4,3,4,1,2,2,4,1,88,5,88,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,NA,NA,NA,NA,1,3,1,3,5,3,3,3,2,NA,66,1,4,NA,10,10,1,2,2,2,3,32,2,3,2,8,1,2,3,9,8,1,88,88,2,5,3,5,2,1,2,99,2,NA,6,NA,2,1,86,2022,5,0.52108518
"313",19,86171,13,1,9,7,14,1,3,3,3,5,1,3,2,1,3,4,1,2,6,6,2,6,6,6,6,4,6,6,1,6,4,3,3,4,4,1,4,3,4,4,3,3,4,4,4,4,4,4,3,1,4,1,2,2,3,1,1,3,1,2,2,NA,NA,NA,NA,3,1,1,1,5,1,NA,NA,NA,NA,1,1,1,1,4,5,1,3,1,3,NA,1,2,NA,10,1,1,1,1,2,3,43,2,4,1,1,3,NA,3,1,8,4,2,5,3,3,2,4,2,1,1,10,2,NA,6,NA,2,1,86,2022,5,0.60025895
"314",19,86132,13,1,3,11,16,2,3,3,3,5,2,2,1,88,2,2,2,2,2,1,2,6,2,6,6,2,2,2,2,6,2,3,3,4,4,3,3,3,4,3,3,4,4,4,3,3,3,3,3,3,4,1,2,1,2,2,2,5,3,NA,NA,NA,NA,2,5,2,2,2,2,7,1,NA,NA,NA,NA,3,5,1,5,5,3,3,3,1,99,NA,1,99,NA,10,10,1,3,3,1,3,56,2,4,1,1,1,1,3,1,8,5,99,88,3,3,0,3,3,99,99,99,1,NA,6,NA,2,1,86,2022,5,0.70048585
"315",19,86143,13,1,2,1,12,2,3,2,2,4,3,3,2,99,9,9,9,6,6,9,9,6,6,9,9,6,6,9,6,8,3,2,3,3,3,2,4,4,3,4,4,3,3,3,2,3,3,2,3,2,3,2,4,1,2,1,3,5,2,NA,NA,88,88,NA,NA,2,2,2,3,7,1,NA,NA,NA,NA,88,2,2,8,5,3,1,3,1,1,NA,2,NA,2,10,10,5,2,2,1,3,22,2,4,1,2,3,NA,3,99,99,5,88,88,3,3,0,3,99,99,99,9,1,NA,6,NA,1,1,86,2022,5,1.15229512
"316",19,86143,13,1,3,5,9,2,1,2,4,4,3,8,8,99,8,1,3,6,6,6,6,6,6,6,6,1,6,6,6,6,1,3,4,4,4,1,4,88,3,3,3,88,4,4,1,3,4,1,4,1,3,2,9,2,3,88,88,5,88,NA,NA,NA,NA,NA,NA,3,3,3,3,1,88,NA,NA,NA,NA,88,2,2,4,5,3,3,3,2,NA,99,1,99,NA,88,88,1,88,1,2,3,66,2,3,1,1,3,NA,3,1,8,3,99,88,2,4,2,1,1,99,0,99,2,NA,6,NA,2,1,86,2022,5,0.20050464
"317",19,86143,13,1,17,11,6,4,1,3,1,8,8,1,1,88,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,4,4,2,3,3,2,3,2,3,4,2,3,3,2,2,3,3,2,3,1,4,2,4,2,2,3,88,NA,NA,NA,NA,NA,NA,3,3,3,3,7,1,NA,NA,NA,NA,88,5,4,2,3,3,3,3,2,NA,66,2,NA,88,10,10,5,3,2,1,3,25,2,6,2,3,3,NA,3,1,6,5,77,88,3,2,1,1,1,99,99,99,3,2020,6,NA,2,1,86,2022,5,0.38409837
"318",19,86146,13,1,3,26,14,4,1,4,2,3,1,1,1,2,4,3,6,6,6,6,6,6,6,6,6,6,1,6,6,6,2,1,2,4,1,1,3,3,3,3,1,2,4,4,3,2,2,2,1,2,3,1,2,2,3,1,1,3,88,NA,NA,NA,NA,NA,NA,2,3,3,3,4,1,NA,NA,NA,NA,2,1,2,4,5,4,1,3,2,NA,1,2,NA,1,7,7,10,2,2,1,3,32,1,3,1,1,1,1,3,9,2,10,99,88,2,4,1,1,1,0,0,7,3,2017,4,2,2,1,86,2022,5,0.64373954
"319",19,86146,13,1,3,10,11,3,3,3,4,4,3,2,3,6,3,3,3,2,2,4,2,2,3,6,2,2,4,3,6,6,4,2,4,4,4,4,4,2,3,4,2,2,4,4,2,4,4,2,4,2,4,2,1,2,3,1,2,3,3,NA,NA,NA,NA,8,88,2,3,2,3,5,1,NA,NA,NA,NA,2,5,5,5,5,3,3,3,1,99,NA,1,99,NA,10,6,6,2,2,1,3,64,2,4,1,2,3,NA,3,9,7,4,99,88,2,4,2,1,1,0,0,99,2,NA,6,NA,2,2,86,2022,5,0.34508658
"320",19,86145,13,1,3,5,10,2,2,2,2,4,1,1,1,5,3,1,2,4,4,3,3,2,6,6,3,3,2,6,3,6,3,2,4,3,3,3,4,3,3,2,4,3,3,3,2,2,4,2,3,1,3,2,4,1,2,1,1,2,1,2,88,NA,NA,NA,NA,2,3,3,3,4,1,NA,NA,NA,NA,2,2,2,5,5,3,3,3,1,1,NA,1,1,NA,7,7,6,2,2,2,3,29,2,4,1,2,1,1,3,1,8,4,99,88,3,3,2,4,2,1,1,7,1,NA,6,NA,2,1,86,2022,5,0.78988244
"321",19,86212,13,1,14,9,2,2,2,2,3,4,2,3,2,5,2,1,2,3,2,6,2,6,6,6,1,1,1,1,2,6,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,2,4,1,2,1,2,5,1,6,2,NA,NA,NA,NA,3,3,3,2,5,1,NA,NA,NA,NA,1,2,4,4,4,3,2,3,1,1,NA,1,1,NA,3,9,5,1,2,1,3,40,2,5,2,3,3,NA,2,9,8,1,99,88,1,4,0,1,1,0,0,99,1,NA,6,NA,2,2,86,2022,5,1.13140426
"322",16,86110,10,1,11,1,13,2,3,3,3,5,3,2,3,5,3,2,6,3,2,6,6,6,6,6,6,3,3,6,6,6,4,2,4,4,4,4,4,3,4,2,4,4,4,4,4,2,3,4,4,3,4,2,1,2,3,88,1,5,3,NA,NA,NA,NA,3,88,1,3,3,3,7,1,NA,NA,NA,NA,1,1,1,3,3,3,3,3,2,NA,66,2,NA,99,5,10,1,1,1,1,2,27,2,6,1,1,3,NA,1,2,7,1,99,5,5,4,0,99,99,99,99,7,1,NA,6,NA,2,1,86,2022,5,0.5501893
"323",14,86100,9,1,26,9,14,2,2,3,3,4,3,3,2,6,3,3,3,2,3,3,2,6,6,6,3,4,4,3,2,6,3,2,3,4,4,4,4,2,3,3,3,4,3,3,3,3,4,3,4,3,3,1,4,1,2,1,3,1,2,NA,NA,2,7,NA,NA,1,2,1,1,4,1,NA,NA,NA,NA,3,4,4,4,4,3,3,3,1,2,NA,1,2,NA,10,10,3,3,2,2,3,48,1,7,1,10,1,10,3,1,6,5,6,88,2,4,2,2,2,88,88,9,1,NA,6,NA,2,1,86,2022,5,0.36762371
"324",19,86171,13,1,9,13,11,3,2,3,3,3,2,2,3,5,3,3,2,3,3,6,2,6,6,6,6,3,3,6,1,6,4,3,4,3,3,4,3,2,4,2,3,2,3,3,3,3,3,3,4,3,4,2,3,2,3,1,3,3,3,NA,NA,NA,NA,6,88,3,2,2,2,7,1,NA,NA,NA,NA,4,1,3,3,5,3,3,3,2,NA,66,2,NA,88,8,10,5,2,2,2,3,48,2,4,1,2,1,1,3,2,8,5,77,88,2,3,5,7,4,2,1,8,1,NA,6,NA,2,1,86,2022,5,0.83957132
"325",19,86134,13,1,9,3,2,2,1,3,3,4,3,2,8,2,5,2,2,5,5,3,4,1,3,6,3,3,1,6,1,6,4,3,4,4,3,3,4,3,3,3,3,2,3,3,4,3,3,3,2,3,4,1,1,2,3,1,1,2,1,2,7,NA,NA,NA,NA,3,1,1,1,4,1,NA,NA,NA,NA,2,5,5,5,5,3,3,3,1,99,NA,1,99,NA,10,6,1,2,2,2,2,61,2,8,1,1,1,3,1,9,8,5,99,88,3,3,1,2,2,99,99,99,2,NA,6,NA,2,1,86,2022,5,0.36787239
"326",19,86134,13,1,3,1,16,2,3,2,4,3,2,2,2,88,3,2,6,2,2,6,3,6,6,6,2,4,2,6,2,6,4,3,3,4,3,4,4,3,3,3,3,4,4,4,3,4,4,3,4,3,4,2,4,2,3,2,3,5,3,NA,NA,NA,NA,2,2,3,3,3,3,1,1,NA,NA,NA,NA,2,1,1,5,5,3,3,3,2,NA,66,2,NA,66,5,10,5,3,2,2,2,59,2,4,1,1,3,NA,3,9,8,4,99,88,2,4,1,3,1,99,99,99,1,NA,6,NA,2,1,86,2022,5,0.55180859
"327",19,86134,13,1,9,3,7,3,2,3,3,8,1,2,1,88,4,4,6,4,6,6,6,6,4,6,6,2,6,6,4,6,2,2,2,4,3,2,2,99,2,2,2,3,3,3,4,2,3,2,2,2,4,2,2,2,3,1,1,5,88,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,NA,NA,NA,NA,1,1,1,1,1,3,1,3,1,1,NA,1,1,NA,10,1,1,1,1,2,4,59,2,1,1,2,3,NA,3,1,4,3,99,88,1,3,1,5,3,1,1,6,1,NA,6,NA,2,1,86,2022,5,0.55180859
"328",19,86134,13,1,3,14,5,1,2,3,4,3,3,2,8,10,3,2,2,2,2,3,2,3,2,6,2,4,2,3,2,6,1,1,3,4,3,1,3,1,4,3,3,3,4,3,3,3,3,3,4,1,4,2,4,2,3,1,2,5,2,NA,NA,2,6,NA,NA,2,3,2,2,1,1,NA,NA,NA,NA,2,5,5,3,5,3,3,3,1,2,NA,1,2,NA,10,4,5,2,2,2,2,63,2,3,2,8,1,1,3,1,2,5,88,88,3,4,4,3,3,99,99,99,2,NA,6,NA,2,1,86,2022,5,0.55180859
"329",19,86135,13,1,5,1,13,3,3,3,3,2,1,2,1,3,4,1,3,3,4,4,5,2,2,6,3,3,1,3,1,6,4,4,4,3,3,3,4,2,4,3,4,1,3,1,3,3,3,1,1,3,4,2,4,2,3,2,1,1,1,7,2,NA,NA,NA,NA,3,2,2,2,5,2,2,2,1,2,1,4,2,5,5,3,3,3,1,1,NA,1,1,NA,10,10,5,1,1,2,3,36,1,7,1,1,3,NA,3,9,8,5,11,88,3,3,0,5,5,99,99,99,1,NA,4,5,2,1,86,2022,5,1.57387897
"330",19,86192,13,1,9,3,10,1,8,3,3,4,2,1,1,88,3,2,3,3,3,3,3,3,3,6,3,3,1,3,2,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,1,3,3,1,3,2,4,1,1,2,3,NA,NA,NA,NA,8,2,2,2,2,2,4,1,NA,NA,NA,NA,1,4,2,2,4,3,3,3,1,1,NA,1,1,NA,10,1,3,4,2,1,2,52,2,4,1,1,3,NA,3,9,8,5,11,88,3,3,2,2,2,99,99,99,2,NA,6,NA,2,1,86,2022,5,0.88929404
"331",19,86192,13,1,9,3,1,1,3,2,5,4,3,3,2,88,2,2,1,3,2,2,2,2,2,2,2,4,2,2,1,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,8,1,1,88,88,5,88,NA,NA,NA,NA,NA,NA,88,3,3,3,1,1,NA,NA,NA,NA,1,1,1,5,5,3,1,3,2,NA,66,2,NA,66,10,88,1,1,1,2,3,60,2,2,1,1,3,NA,3,9,8,3,99,88,2,4,4,5,5,99,99,99,2,NA,6,NA,2,1,86,2022,5,1.24744342
